20-10 15:34:10;19997;Arno The Overgrown | Guerrilla Warfare;9.1;12.67;https://buff.market/market/goods/19997;https://steamcommunity.com/market/listings/730/Arno%20The%20Overgrown%20%7C%20Guerrilla%20Warfare;Agent
20-10 15:34:10;15334;Chem-Haz Specialist | SWAT;6.89;10.31;https://buff.market/market/goods/15334;https://steamcommunity.com/market/listings/730/Chem-Haz%20Specialist%20%7C%20SWAT;Agent
20-10 15:34:10;15398;B Squadron Officer | SAS;14.1;18.25;https://buff.market/market/goods/15398;https://steamcommunity.com/market/listings/730/B%20Squadron%20Officer%20%7C%20SAS;Agent
20-10 15:34:10;15407;'Blueberries' Buckshot | NSWC SEAL;15.9;14.1;https://buff.market/market/goods/15407;https://steamcommunity.com/market/listings/730/%27Blueberries%27%20Buckshot%20%7C%20NSWC%20SEAL;Agent
20-10 15:34:10;19730;Chem-Haz Capitaine | Gendarmerie Nationale;12.99;18.9;https://buff.market/market/goods/19730;https://steamcommunity.com/market/listings/730/Chem-Haz%20Capitaine%20%7C%20Gendarmerie%20Nationale;Agent
20-10 15:34:10;34;Special Agent Ava | FBI;16.0;24.42;https://buff.market/market/goods/34;https://steamcommunity.com/market/listings/730/Special%20Agent%20Ava%20%7C%20FBI;Agent
20-10 15:34:10;19959;Trapper | Guerrilla Warfare;15.11;20.87;https://buff.market/market/goods/19959;https://steamcommunity.com/market/listings/730/Trapper%20%7C%20Guerrilla%20Warfare;Agent
20-10 15:34:10;20026;Aspirant | Gendarmerie Nationale;5.69;8.55;https://buff.market/market/goods/20026;https://steamcommunity.com/market/listings/730/Aspirant%20%7C%20Gendarmerie%20Nationale;Agent
20-10 15:34:10;15389;Bio-Haz Specialist | SWAT;6.95;10.61;https://buff.market/market/goods/15389;https://steamcommunity.com/market/listings/730/Bio-Haz%20Specialist%20%7C%20SWAT;Agent
20-10 15:34:10;15307;1st Lieutenant Farlow | SWAT;6.11;9.14;https://buff.market/market/goods/15307;https://steamcommunity.com/market/listings/730/1st%20Lieutenant%20Farlow%20%7C%20SWAT;Agent
20-10 15:34:10;15487;Slingshot | Phoenix;8.02;11.64;https://buff.market/market/goods/15487;https://steamcommunity.com/market/listings/730/Slingshot%20%7C%20Phoenix;Agent
20-10 15:34:10;20327;Sous-Lieutenant Medic | Gendarmerie Nationale;6.5;9.0;https://buff.market/market/goods/20327;https://steamcommunity.com/market/listings/730/Sous-Lieutenant%20Medic%20%7C%20Gendarmerie%20Nationale;Agent
20-10 15:34:10;15354;Little Kev | The Professionals;29.99;32.55;https://buff.market/market/goods/15354;https://steamcommunity.com/market/listings/730/Little%20Kev%20%7C%20The%20Professionals;Agent
20-10 15:34:10;14875;Ground Rebel  | Elite Crew;5.65;8.74;https://buff.market/market/goods/14875;https://steamcommunity.com/market/listings/730/Ground%20Rebel%20%20%7C%20Elite%20Crew;Agent
20-10 15:34:10;15377;Sir Bloody Darryl Royale | The Professionals;65.9;88.52;https://buff.market/market/goods/15377;https://steamcommunity.com/market/listings/730/Sir%20Bloody%20Darryl%20Royale%20%7C%20The%20Professionals;Agent
20-10 15:34:10;19727;D Squadron Officer | NZSAS;48.0;63.67;https://buff.market/market/goods/19727;https://steamcommunity.com/market/listings/730/D%20Squadron%20Officer%20%7C%20NZSAS;Agent
20-10 15:34:10;15296;John 'Van Healen' Kask | SWAT;6.24;8.69;https://buff.market/market/goods/15296;https://steamcommunity.com/market/listings/730/John%20%27Van%20Healen%27%20Kask%20%7C%20SWAT;Agent
20-10 15:34:10;20048;Primeiro Tenente | Brazilian 1st Battalion;25.49;35.8;https://buff.market/market/goods/20048;https://steamcommunity.com/market/listings/730/Primeiro%20Tenente%20%7C%20Brazilian%201st%20Battalion;Agent
20-10 15:34:10;19976;Cmdr. Frank 'Wet Sox' Baroud | SEAL Frogman;49.5;68.5;https://buff.market/market/goods/19976;https://steamcommunity.com/market/listings/730/Cmdr.%20Frank%20%27Wet%20Sox%27%20Baroud%20%7C%20SEAL%20Frogman;Agent
20-10 15:34:10;15323;Rezan The Ready | Sabre;7.82;9.75;https://buff.market/market/goods/15323;https://steamcommunity.com/market/listings/730/Rezan%20The%20Ready%20%7C%20Sabre;Agent
20-10 15:34:10;74;Safecracker Voltzmann | The Professionals;19.33;25.9;https://buff.market/market/goods/74;https://steamcommunity.com/market/listings/730/Safecracker%20Voltzmann%20%7C%20The%20Professionals;Agent
20-10 15:34:10;78;Sir Bloody Miami Darryl | The Professionals;119.0;170.0;https://buff.market/market/goods/78;https://steamcommunity.com/market/listings/730/Sir%20Bloody%20Miami%20Darryl%20%7C%20The%20Professionals;Agent
20-10 15:34:10;15310;Getaway Sally | The Professionals;79.0;108.3;https://buff.market/market/goods/15310;https://steamcommunity.com/market/listings/730/Getaway%20Sally%20%7C%20The%20Professionals;Agent
20-10 15:34:10;88;Buckshot | NSWC SEAL;4.92;7.05;https://buff.market/market/goods/88;https://steamcommunity.com/market/listings/730/Buckshot%20%7C%20NSWC%20SEAL;Agent
20-10 15:34:10;53;The Elite Mr. Muhlik | Elite Crew;9.61;13.06;https://buff.market/market/goods/53;https://steamcommunity.com/market/listings/730/The%20Elite%20Mr.%20Muhlik%20%7C%20Elite%20Crew;Agent
20-10 15:34:10;68;Lt. Commander Ricksaw | NSWC SEAL;18.86;24.72;https://buff.market/market/goods/68;https://steamcommunity.com/market/listings/730/Lt.%20Commander%20Ricksaw%20%7C%20NSWC%20SEAL;Agent
20-10 15:34:10;16;'The Doctor' Romanov | Sabre;11.78;15.43;https://buff.market/market/goods/16;https://steamcommunity.com/market/listings/730/%27The%20Doctor%27%20Romanov%20%7C%20Sabre;Agent
20-10 15:34:10;19982;Lieutenant Rex Krikey | SEAL Frogman;14.97;19.55;https://buff.market/market/goods/19982;https://steamcommunity.com/market/listings/730/Lieutenant%20Rex%20Krikey%20%7C%20SEAL%20Frogman;Agent
20-10 15:34:10;15103;Osiris | Elite Crew;6.2;9.56;https://buff.market/market/goods/15103;https://steamcommunity.com/market/listings/730/Osiris%20%7C%20Elite%20Crew;Agent
20-10 15:34:10;19896;Cmdr. Davida 'Goggles' Fernandez | SEAL Frogman;57.0;78.77;https://buff.market/market/goods/19896;https://steamcommunity.com/market/listings/730/Cmdr.%20Davida%20%27Goggles%27%20Fernandez%20%7C%20SEAL%20Frogman;Agent
20-10 15:34:10;15178;Dragomir | Sabre;4.5;6.96;https://buff.market/market/goods/15178;https://steamcommunity.com/market/listings/730/Dragomir%20%7C%20Sabre;Agent
20-10 15:34:10;15344;Sir Bloody Skullhead Darryl | The Professionals;52.98;70.99;https://buff.market/market/goods/15344;https://steamcommunity.com/market/listings/730/Sir%20Bloody%20Skullhead%20Darryl%20%7C%20The%20Professionals;Agent
20-10 15:34:10;20030;Bloody Darryl The Strapped | The Professionals;42.69;57.93;https://buff.market/market/goods/20030;https://steamcommunity.com/market/listings/730/Bloody%20Darryl%20The%20Strapped%20%7C%20The%20Professionals;Agent
20-10 15:34:10;20125;Col. Mangos Dabisi | Guerrilla Warfare;18.31;26.15;https://buff.market/market/goods/20125;https://steamcommunity.com/market/listings/730/Col.%20Mangos%20Dabisi%20%7C%20Guerrilla%20Warfare;Agent
20-10 15:34:11;90;Enforcer | Phoenix;5.39;7.86;https://buff.market/market/goods/90;https://steamcommunity.com/market/listings/730/Enforcer%20%7C%20Phoenix;Agent
20-10 15:34:11;15179;Markus Delrow | FBI HRT;8.35;10.76;https://buff.market/market/goods/15179;https://steamcommunity.com/market/listings/730/Markus%20Delrow%20%7C%20FBI%20HRT;Agent
20-10 15:34:11;15157;Sergeant Bombson | SWAT;7.29;10.31;https://buff.market/market/goods/15157;https://steamcommunity.com/market/listings/730/Sergeant%20Bombson%20%7C%20SWAT;Agent
20-10 15:34:11;15367;Cmdr. Mae 'Dead Cold' Jamison | SWAT;11.6;15.45;https://buff.market/market/goods/15367;https://steamcommunity.com/market/listings/730/Cmdr.%20Mae%20%27Dead%20Cold%27%20Jamison%20%7C%20SWAT;Agent
20-10 15:34:11;19945;Chef d'Escadron Rouchard | Gendarmerie Nationale;13.66;19.4;https://buff.market/market/goods/19945;https://steamcommunity.com/market/listings/730/Chef%20d%27Escadron%20Rouchard%20%7C%20Gendarmerie%20Nationale;Agent
20-10 15:34:11;15312;Sir Bloody Silent Darryl | The Professionals;42.0;57.88;https://buff.market/market/goods/15312;https://steamcommunity.com/market/listings/730/Sir%20Bloody%20Silent%20Darryl%20%7C%20The%20Professionals;Agent
20-10 15:34:11;49;Seal Team 6 Soldier | NSWC SEAL;8.15;11.22;https://buff.market/market/goods/49;https://steamcommunity.com/market/listings/730/Seal%20Team%206%20Soldier%20%7C%20NSWC%20SEAL;Agent
20-10 15:34:11;20360;Jungle Rebel | Elite Crew;12.5;18.88;https://buff.market/market/goods/20360;https://steamcommunity.com/market/listings/730/Jungle%20Rebel%20%7C%20Elite%20Crew;Agent
20-10 15:34:11;15222;'Two Times' McCoy | USAF TACP;4.95;7.13;https://buff.market/market/goods/15222;https://steamcommunity.com/market/listings/730/%27Two%20Times%27%20McCoy%20%7C%20USAF%20TACP;Agent
20-10 15:34:11;15479;Prof. Shahmat | Elite Crew;6.14;8.45;https://buff.market/market/goods/15479;https://steamcommunity.com/market/listings/730/Prof.%20Shahmat%20%7C%20Elite%20Crew;Agent
20-10 15:34:11;15213;Soldier | Phoenix;5.45;6.85;https://buff.market/market/goods/15213;https://steamcommunity.com/market/listings/730/Soldier%20%7C%20Phoenix;Agent
20-10 15:34:11;15153;Michael Syfers  | FBI Sniper;8.19;10.75;https://buff.market/market/goods/15153;https://steamcommunity.com/market/listings/730/Michael%20Syfers%20%20%7C%20FBI%20Sniper;Agent
20-10 15:34:11;15162;Operator | FBI SWAT;7.53;9.51;https://buff.market/market/goods/15162;https://steamcommunity.com/market/listings/730/Operator%20%7C%20FBI%20SWAT;Agent
20-10 15:34:11;19999;Elite Trapper Solman | Guerrilla Warfare;31.31;38.84;https://buff.market/market/goods/19999;https://steamcommunity.com/market/listings/730/Elite%20Trapper%20Solman%20%7C%20Guerrilla%20Warfare;Agent
20-10 15:34:11;15295;Maximus | Sabre;4.83;6.46;https://buff.market/market/goods/15295;https://steamcommunity.com/market/listings/730/Maximus%20%7C%20Sabre;Agent
20-10 15:34:11;15257;Street Soldier | Phoenix;10.8;15.21;https://buff.market/market/goods/15257;https://steamcommunity.com/market/listings/730/Street%20Soldier%20%7C%20Phoenix;Agent
20-10 15:34:11;20065;Trapper Aggressor | Guerrilla Warfare;11.99;17.48;https://buff.market/market/goods/20065;https://steamcommunity.com/market/listings/730/Trapper%20Aggressor%20%7C%20Guerrilla%20Warfare;Agent
20-10 15:34:11;20058;Crasswater The Forgotten | Guerrilla Warfare;18.4;21.0;https://buff.market/market/goods/20058;https://steamcommunity.com/market/listings/730/Crasswater%20The%20Forgotten%20%7C%20Guerrilla%20Warfare;Agent
20-10 15:34:20;19462;Sticker | War;0.16;0.3;https://buff.market/market/goods/19462;https://steamcommunity.com/market/listings/730/Sticker%20%7C%20War;Sticker
20-10 15:34:20;19467;Sticker | No Time;0.15;0.31;https://buff.market/market/goods/19467;https://steamcommunity.com/market/listings/730/Sticker%20%7C%20No%20Time;Sticker
20-10 15:34:20;19477;Sticker | EZ;0.5;0.78;https://buff.market/market/goods/19477;https://steamcommunity.com/market/listings/730/Sticker%20%7C%20EZ;Sticker
20-10 15:34:20;19460;Sticker | Hard Carry;0.03;0.06;https://buff.market/market/goods/19460;https://steamcommunity.com/market/listings/730/Sticker%20%7C%20Hard%20Carry;Sticker
20-10 15:34:20;19453;Sticker | This Is Fine (CT);0.13;0.21;https://buff.market/market/goods/19453;https://steamcommunity.com/market/listings/730/Sticker%20%7C%20This%20Is%20Fine%20%28CT%29;Sticker
20-10 15:34:20;19450;Sticker | Cyber Romanov (Holo);0.69;0.95;https://buff.market/market/goods/19450;https://steamcommunity.com/market/listings/730/Sticker%20%7C%20Cyber%20Romanov%20%28Holo%29;Sticker
20-10 15:34:20;19452;Sticker | Runtime (Holo);5.0;5.72;https://buff.market/market/goods/19452;https://steamcommunity.com/market/listings/730/Sticker%20%7C%20Runtime%20%28Holo%29;Sticker
20-10 15:34:20;19478;Sticker | Handle With Care (Holo);2.76;0.97;https://buff.market/market/goods/19478;https://steamcommunity.com/market/listings/730/Sticker%20%7C%20Handle%20With%20Care%20%28Holo%29;Sticker
20-10 15:34:20;19455;Sticker | I See You (Holo);2.97;0.64;https://buff.market/market/goods/19455;https://steamcommunity.com/market/listings/730/Sticker%20%7C%20I%20See%20You%20%28Holo%29;Sticker
20-10 15:34:20;19449;Sticker | Kitted Out;0.06;0.09;https://buff.market/market/goods/19449;https://steamcommunity.com/market/listings/730/Sticker%20%7C%20Kitted%20Out;Sticker
20-10 15:34:20;19454;Sticker | Clutch Or Kick;0.3;0.09;https://buff.market/market/goods/19454;https://steamcommunity.com/market/listings/730/Sticker%20%7C%20Clutch%20Or%20Kick;Sticker
20-10 15:34:20;19471;Sticker | Fast Banana;2.49;0.97;https://buff.market/market/goods/19471;https://steamcommunity.com/market/listings/730/Sticker%20%7C%20Fast%20Banana;Sticker
20-10 15:34:20;19486;Sticker | Eye Contact (Holo);0.8;0.49;https://buff.market/market/goods/19486;https://steamcommunity.com/market/listings/730/Sticker%20%7C%20Eye%20Contact%20%28Holo%29;Sticker
20-10 15:34:20;19489;Sticker | Ace Devil (Foil);4.31;5.41;https://buff.market/market/goods/19489;https://steamcommunity.com/market/listings/730/Sticker%20%7C%20Ace%20Devil%20%28Foil%29;Sticker
20-10 15:34:20;19484;Sticker | Purrurists (Foil);9.69;8.23;https://buff.market/market/goods/19484;https://steamcommunity.com/market/listings/730/Sticker%20%7C%20Purrurists%20%28Foil%29;Sticker
20-10 15:34:20;19490;Sticker | Nice Clutch (Holo);0.99;0.98;https://buff.market/market/goods/19490;https://steamcommunity.com/market/listings/730/Sticker%20%7C%20Nice%20Clutch%20%28Holo%29;Sticker
20-10 15:34:20;19459;Sticker | Retro Leet;0.98;0.11;https://buff.market/market/goods/19459;https://steamcommunity.com/market/listings/730/Sticker%20%7C%20Retro%20Leet;Sticker
20-10 15:34:20;19451;Sticker | Nademan;0.29;0.07;https://buff.market/market/goods/19451;https://steamcommunity.com/market/listings/730/Sticker%20%7C%20Nademan;Sticker
20-10 15:34:20;19458;Sticker | Dr. Dazzles;0.1;0.13;https://buff.market/market/goods/19458;https://steamcommunity.com/market/listings/730/Sticker%20%7C%20Dr.%20Dazzles;Sticker
20-10 15:34:20;19488;Sticker | Bullet Hell (Foil);10.0;6.67;https://buff.market/market/goods/19488;https://steamcommunity.com/market/listings/730/Sticker%20%7C%20Bullet%20Hell%20%28Foil%29;Sticker
20-10 15:34:20;19464;Sticker | Speedy T;1.0;0.38;https://buff.market/market/goods/19464;https://steamcommunity.com/market/listings/730/Sticker%20%7C%20Speedy%20T;Sticker
20-10 15:49:43;20125;Col. Mangos Dabisi | Guerrilla Warfare;18.31;26.68;https://buff.market/market/goods/20125;https://steamcommunity.com/market/listings/730/Col.%20Mangos%20Dabisi%20%7C%20Guerrilla%20Warfare;Agent
20-10 15:49:48;20030;Bloody Darryl The Strapped | The Professionals;42.69;57.93;https://buff.market/market/goods/20030;https://steamcommunity.com/market/listings/730/Bloody%20Darryl%20The%20Strapped%20%7C%20The%20Professionals;Agent
20-10 15:49:55;15344;Sir Bloody Skullhead Darryl | The Professionals;52.98;70.99;https://buff.market/market/goods/15344;https://steamcommunity.com/market/listings/730/Sir%20Bloody%20Skullhead%20Darryl%20%7C%20The%20Professionals;Agent
20-10 15:50:00;15178;Dragomir | Sabre;4.5;6.84;https://buff.market/market/goods/15178;https://steamcommunity.com/market/listings/730/Dragomir%20%7C%20Sabre;Agent
20-10 15:50:07;19896;Cmdr. Davida 'Goggles' Fernandez | SEAL Frogman;57.0;78.77;https://buff.market/market/goods/19896;https://steamcommunity.com/market/listings/730/Cmdr.%20Davida%20%27Goggles%27%20Fernandez%20%7C%20SEAL%20Frogman;Agent
20-10 15:50:13;15103;Osiris | Elite Crew;6.2;9.08;https://buff.market/market/goods/15103;https://steamcommunity.com/market/listings/730/Osiris%20%7C%20Elite%20Crew;Agent
20-10 15:50:18;19982;Lieutenant Rex Krikey | SEAL Frogman;14.97;19.56;https://buff.market/market/goods/19982;https://steamcommunity.com/market/listings/730/Lieutenant%20Rex%20Krikey%20%7C%20SEAL%20Frogman;Agent
20-10 15:50:24;16;'The Doctor' Romanov | Sabre;11.78;15.6;https://buff.market/market/goods/16;https://steamcommunity.com/market/listings/730/%27The%20Doctor%27%20Romanov%20%7C%20Sabre;Agent
20-10 15:50:29;68;Lt. Commander Ricksaw | NSWC SEAL;18.32;24.52;https://buff.market/market/goods/68;https://steamcommunity.com/market/listings/730/Lt.%20Commander%20Ricksaw%20%7C%20NSWC%20SEAL;Agent
20-10 15:50:35;53;The Elite Mr. Muhlik | Elite Crew;9.0;13.0;https://buff.market/market/goods/53;https://steamcommunity.com/market/listings/730/The%20Elite%20Mr.%20Muhlik%20%7C%20Elite%20Crew;Agent
20-10 15:50:41;88;Buckshot | NSWC SEAL;4.83;6.78;https://buff.market/market/goods/88;https://steamcommunity.com/market/listings/730/Buckshot%20%7C%20NSWC%20SEAL;Agent
20-10 15:50:48;15310;Getaway Sally | The Professionals;82.0;108.29;https://buff.market/market/goods/15310;https://steamcommunity.com/market/listings/730/Getaway%20Sally%20%7C%20The%20Professionals;Agent
20-10 15:50:55;78;Sir Bloody Miami Darryl | The Professionals;119.0;170.48;https://buff.market/market/goods/78;https://steamcommunity.com/market/listings/730/Sir%20Bloody%20Miami%20Darryl%20%7C%20The%20Professionals;Agent
20-10 15:51:01;74;Safecracker Voltzmann | The Professionals;19.33;25.9;https://buff.market/market/goods/74;https://steamcommunity.com/market/listings/730/Safecracker%20Voltzmann%20%7C%20The%20Professionals;Agent
20-10 15:51:06;15323;Rezan The Ready | Sabre;7.82;9.74;https://buff.market/market/goods/15323;https://steamcommunity.com/market/listings/730/Rezan%20The%20Ready%20%7C%20Sabre;Agent
20-10 15:51:12;19976;Cmdr. Frank 'Wet Sox' Baroud | SEAL Frogman;49.5;68.5;https://buff.market/market/goods/19976;https://steamcommunity.com/market/listings/730/Cmdr.%20Frank%20%27Wet%20Sox%27%20Baroud%20%7C%20SEAL%20Frogman;Agent
20-10 15:51:17;20048;Primeiro Tenente | Brazilian 1st Battalion;25.0;35.45;https://buff.market/market/goods/20048;https://steamcommunity.com/market/listings/730/Primeiro%20Tenente%20%7C%20Brazilian%201st%20Battalion;Agent
20-10 15:51:22;15296;John 'Van Healen' Kask | SWAT;6.24;8.6;https://buff.market/market/goods/15296;https://steamcommunity.com/market/listings/730/John%20%27Van%20Healen%27%20Kask%20%7C%20SWAT;Agent
20-10 15:51:29;19727;D Squadron Officer | NZSAS;48.0;63.67;https://buff.market/market/goods/19727;https://steamcommunity.com/market/listings/730/D%20Squadron%20Officer%20%7C%20NZSAS;Agent
20-10 15:51:33;15377;Sir Bloody Darryl Royale | The Professionals;65.0;88.51;https://buff.market/market/goods/15377;https://steamcommunity.com/market/listings/730/Sir%20Bloody%20Darryl%20Royale%20%7C%20The%20Professionals;Agent
20-10 15:51:39;14875;Ground Rebel  | Elite Crew;5.65;8.76;https://buff.market/market/goods/14875;https://steamcommunity.com/market/listings/730/Ground%20Rebel%20%20%7C%20Elite%20Crew;Agent
20-10 15:51:46;15354;Little Kev | The Professionals;23.11;32.82;https://buff.market/market/goods/15354;https://steamcommunity.com/market/listings/730/Little%20Kev%20%7C%20The%20Professionals;Agent
20-10 15:51:50;20327;Sous-Lieutenant Medic | Gendarmerie Nationale;6.5;9.0;https://buff.market/market/goods/20327;https://steamcommunity.com/market/listings/730/Sous-Lieutenant%20Medic%20%7C%20Gendarmerie%20Nationale;Agent
20-10 15:51:56;15487;Slingshot | Phoenix;8.02;11.64;https://buff.market/market/goods/15487;https://steamcommunity.com/market/listings/730/Slingshot%20%7C%20Phoenix;Agent
20-10 15:52:01;15307;1st Lieutenant Farlow | SWAT;6.11;9.22;https://buff.market/market/goods/15307;https://steamcommunity.com/market/listings/730/1st%20Lieutenant%20Farlow%20%7C%20SWAT;Agent
20-10 15:52:07;15389;Bio-Haz Specialist | SWAT;6.95;10.85;https://buff.market/market/goods/15389;https://steamcommunity.com/market/listings/730/Bio-Haz%20Specialist%20%7C%20SWAT;Agent
20-10 15:52:12;20026;Aspirant | Gendarmerie Nationale;5.69;8.47;https://buff.market/market/goods/20026;https://steamcommunity.com/market/listings/730/Aspirant%20%7C%20Gendarmerie%20Nationale;Agent
20-10 15:52:17;19959;Trapper | Guerrilla Warfare;15.11;20.87;https://buff.market/market/goods/19959;https://steamcommunity.com/market/listings/730/Trapper%20%7C%20Guerrilla%20Warfare;Agent
20-10 15:52:23;34;Special Agent Ava | FBI;18.4;24.42;https://buff.market/market/goods/34;https://steamcommunity.com/market/listings/730/Special%20Agent%20Ava%20%7C%20FBI;Agent
20-10 15:52:27;19730;Chem-Haz Capitaine | Gendarmerie Nationale;12.99;18.99;https://buff.market/market/goods/19730;https://steamcommunity.com/market/listings/730/Chem-Haz%20Capitaine%20%7C%20Gendarmerie%20Nationale;Agent
20-10 15:52:32;15407;'Blueberries' Buckshot | NSWC SEAL;15.9;14.49;https://buff.market/market/goods/15407;https://steamcommunity.com/market/listings/730/%27Blueberries%27%20Buckshot%20%7C%20NSWC%20SEAL;Agent
20-10 15:52:38;15398;B Squadron Officer | SAS;13.8;18.12;https://buff.market/market/goods/15398;https://steamcommunity.com/market/listings/730/B%20Squadron%20Officer%20%7C%20SAS;Agent
20-10 15:52:42;15334;Chem-Haz Specialist | SWAT;6.89;10.31;https://buff.market/market/goods/15334;https://steamcommunity.com/market/listings/730/Chem-Haz%20Specialist%20%7C%20SWAT;Agent
20-10 15:52:48;19997;Arno The Overgrown | Guerrilla Warfare;9.1;13.54;https://buff.market/market/goods/19997;https://steamcommunity.com/market/listings/730/Arno%20The%20Overgrown%20%7C%20Guerrilla%20Warfare;Agent
20-10 15:52:54;15139;'Two Times' McCoy | TACP Cavalry;5.44;7.5;https://buff.market/market/goods/15139;https://steamcommunity.com/market/listings/730/%27Two%20Times%27%20McCoy%20%7C%20TACP%20Cavalry;Agent
20-10 15:53:00;20324;Lieutenant 'Tree Hugger' Farlow | SWAT;8.7;12.59;https://buff.market/market/goods/20324;https://steamcommunity.com/market/listings/730/Lieutenant%20%27Tree%20Hugger%27%20Farlow%20%7C%20SWAT;Agent
20-10 15:53:05;15328;Blackwolf | Sabre;5.94;8.75;https://buff.market/market/goods/15328;https://steamcommunity.com/market/listings/730/Blackwolf%20%7C%20Sabre;Agent
20-10 15:53:09;15346;Rezan the Redshirt | Sabre;8.52;10.85;https://buff.market/market/goods/15346;https://steamcommunity.com/market/listings/730/Rezan%20the%20Redshirt%20%7C%20Sabre;Agent
20-10 15:53:15;15375;3rd Commando Company | KSK;8.08;12.65;https://buff.market/market/goods/15375;https://steamcommunity.com/market/listings/730/3rd%20Commando%20Company%20%7C%20KSK;Agent
20-10 15:53:20;19909;'Medium Rare' Crasswater | Guerrilla Warfare;19.0;30.38;https://buff.market/market/goods/19909;https://steamcommunity.com/market/listings/730/%27Medium%20Rare%27%20Crasswater%20%7C%20Guerrilla%20Warfare;Agent
20-10 15:53:25;20085;Officer Jacques Beltram | Gendarmerie Nationale;12.0;13.91;https://buff.market/market/goods/20085;https://steamcommunity.com/market/listings/730/Officer%20Jacques%20Beltram%20%7C%20Gendarmerie%20Nationale;Agent
20-10 15:53:32;19898;Vypa Sista of the Revolution | Guerrilla Warfare;49.49;49.34;https://buff.market/market/goods/19898;https://steamcommunity.com/market/listings/730/Vypa%20Sista%20of%20the%20Revolution%20%7C%20Guerrilla%20Warfare;Agent
20-10 15:53:38;15413;Dragomir | Sabre Footsoldier;5.9;8.24;https://buff.market/market/goods/15413;https://steamcommunity.com/market/listings/730/Dragomir%20%7C%20Sabre%20Footsoldier;Agent
20-10 15:53:44;25;Sir Bloody Loudmouth Darryl | The Professionals;93.98;130.01;https://buff.market/market/goods/25;https://steamcommunity.com/market/listings/730/Sir%20Bloody%20Loudmouth%20Darryl%20%7C%20The%20Professionals;Agent
20-10 15:53:48;17;Number K | The Professionals;61.39;82.0;https://buff.market/market/goods/17;https://steamcommunity.com/market/listings/730/Number%20K%20%7C%20The%20Professionals;Agent
20-10 15:53:54;20058;Crasswater The Forgotten | Guerrilla Warfare;18.4;20.62;https://buff.market/market/goods/20058;https://steamcommunity.com/market/listings/730/Crasswater%20The%20Forgotten%20%7C%20Guerrilla%20Warfare;Agent
20-10 15:54:00;20065;Trapper Aggressor | Guerrilla Warfare;11.99;17.52;https://buff.market/market/goods/20065;https://steamcommunity.com/market/listings/730/Trapper%20Aggressor%20%7C%20Guerrilla%20Warfare;Agent
20-10 15:54:08;15257;Street Soldier | Phoenix;12.81;16.53;https://buff.market/market/goods/15257;https://steamcommunity.com/market/listings/730/Street%20Soldier%20%7C%20Phoenix;Agent
20-10 15:54:13;15295;Maximus | Sabre;4.83;6.76;https://buff.market/market/goods/15295;https://steamcommunity.com/market/listings/730/Maximus%20%7C%20Sabre;Agent
20-10 15:54:18;19999;Elite Trapper Solman | Guerrilla Warfare;31.31;38.81;https://buff.market/market/goods/19999;https://steamcommunity.com/market/listings/730/Elite%20Trapper%20Solman%20%7C%20Guerrilla%20Warfare;Agent
