
2024-11-14 18:10:52.636967,New bet
2024-11-14 18:11:33.767987,kingfr9pegada,4119,Lose
2024-11-14 18:11:36.963724,miguelapcastro,15,Win
2024-11-14 18:11:49.287217,bjorn_vk,200,Win
2024-11-14 18:11:50.230368,coimbraaa__,580,Lose
2024-11-14 18:11:52.560664,rui_ferreira_89,135,Win
2024-11-14 18:11:54.654598,peixecozido,40,Lose
2024-11-14 18:11:54.681447,corre1a_77,100,Win
2024-11-14 18:11:56.718567,matay_boyz,140,Win
2024-11-14 18:11:59.531101,saguchii,85,Win
2024-11-14 18:12:03.140778,atunees35,10,Win
2024-11-14 18:12:30.924145,luisguerra,200,Lose
2024-11-14 18:12:42.490216,riskasolendas,10,Lose
2024-11-14 18:12:46.034322,franciscomtm,15,Win
2024-11-14 18:13:08.154287,joaomsk007,95,Win
2024-11-14 18:13:16.902685,Seco_JR,655,Win
2024-11-14 18:13:26.259869,cesarvides77,300,Win
2024-11-14 18:13:35.641812,SirGlacial,287,Lose
2024-11-14 18:13:40.199975,AllMightyMika,500,Lose
2024-11-14 18:13:55.903723,pedroch71210,141,Win
2024-11-14 18:14:16.254876,renazbizt,1000,Lose
2024-11-14 18:14:31.921145,mota123321,500,Lose
2024-11-14 18:14:45.404760,ochico27,135,Win
2024-11-14 18:14:47.096645,dinis_gui,85,Win
2024-11-14 18:14:57.077209,caldas666,50,Win
2024-11-14 18:14:58.036501,mauricio29076,50,Lose
2024-11-14 18:15:15.064730,taydodrill,65,Win
2024-11-14 18:15:18.838064,airtonrebelotn11,500,Lose
2024-11-14 18:15:19.329917,P4kistaN,300,Win
2024-11-14 18:15:37.448248,V1uvaNegra,200,Win
2024-11-14 18:15:52.787139,Bets closed
2024-11-14 18:52:50.202570,Win,63.33,37.95
2024-11-14 18:55:30.816865,New bet
2024-11-14 18:55:49.135571,camile2024,5000,Win
2024-11-14 18:56:02.824014,renazbizt,1000,Lose
2024-11-14 18:56:15.953502,marinheiro812,218,Win
2024-11-14 18:56:19.556977,dav2k17,405,Win
2024-11-14 18:56:20.203510,miguelapcastro,6,Win
2024-11-14 18:56:29.285277,TMBernardino,1500,Win
2024-11-14 18:56:32.469232,corre1a_77,209,Win
2024-11-14 18:56:42.017818,rdf__x,500,Win
2024-11-14 18:56:51.653940,Tronicki,965,Win
2024-11-14 18:57:04.193889,matrix1830,2075,Lose
2024-11-14 18:57:09.060605,franciscomtm,44,Lose
2024-11-14 18:57:10.672389,joaomsk007,275,Win
2024-11-14 18:57:30.090841,vallets18,740,Win
2024-11-14 18:57:38.359813,AllMightyMika,590,Lose
2024-11-14 18:57:54.346128,B1g0ds,1500,Lose
2024-11-14 18:58:17.504945,joaorjr03,235,Lose
2024-11-14 18:58:43.145555,pedrocarvalho_07,414,Lose
2024-11-14 18:58:43.608837,jjcc152,15,Win
2024-11-14 18:59:04.890187,P4kistaN,300,Win
2024-11-14 18:59:09.580817,sengo00,2408,Lose
2024-11-14 18:59:11.829671,shinchantuga,4500,Lose
2024-11-14 18:59:24.859058,V1uvaNegra,300,Win
2024-11-14 19:00:08.500691,RLp_CS,265,Lose
2024-11-14 19:00:14.253122,salutelex,500,Lose
2024-11-14 19:00:19.564589,mota123321,500,Win
2024-11-14 19:00:21.919416,manoquico,110,Win
2024-11-14 19:00:30.968643,Bets closed
2024-11-14 19:33:32.358593,Lose,44.44,57.46
2024-11-14 19:37:07.484487,New bet
2024-11-14 19:37:38.170720,yStoover,200,Win
2024-11-14 19:38:15.104781,fids18,1238,Lose
2024-11-14 19:38:53.383485,nAD_,250,Win
2024-11-14 19:39:07.522035,xicogs,420,Win
2024-11-14 19:40:19.255133,camile2024,10000,Win
2024-11-14 19:40:26.343895,renazbizt,1000,Lose
2024-11-14 19:40:32.622171,joaorjr03,558,Lose
2024-11-14 19:40:43.860156,21_vegeta,10,Lose
2024-11-14 19:40:57.303649,corre1a_77,100,Win
2024-11-14 19:40:58.002001,oberns,130,Lose
2024-11-14 19:41:26.700169,goldendeluxz,1786,Win
2024-11-14 19:41:29.839729,yung1339,570,Lose
2024-11-14 19:41:32.613646,lebzera_,1000,Lose
2024-11-14 19:42:05.561923,srmoutas01,120,Win
2024-11-14 19:42:06.910380,El_Pipow,240,Lose
2024-11-14 19:42:07.633591,Bets closed
2024-11-14 20:19:05.987010,Lose,56.25,32.43
2024-11-14 20:39:42.973018,New bet
2024-11-14 20:39:45.736635,camile2024,9793,Win
2024-11-14 20:40:04.265621,sengo00,3000,Win
2024-11-14 20:40:33.455364,joaomsk007,10,Win
2024-11-14 20:40:37.842875,dinis_gui,299,Win
2024-11-14 20:40:44.122761,matrix1830,2000,Lose
2024-11-14 20:40:45.251199,fids18,2000,Lose
2024-11-14 20:40:45.742883,B1g0ds,3000,Win
2024-11-14 20:40:46.266405,mota123321,1000,Win
2024-11-14 20:40:48.510185,atuasheila,155,Win
2024-11-14 20:41:25.392269,monaveugle,8072,Win
2024-11-14 20:41:54.727822,DeusMarante,15,Lose
2024-11-14 20:42:34.084381,lebzera_,1000,Lose
2024-11-14 20:43:11.224670,atunees35,100,Win
2024-11-14 20:43:56.424425,andrefilipe24,6699,Win
2024-11-14 20:44:01.604483,P4kistaN,1000,Lose
2024-11-14 20:44:06.336985,shinchantuga,5000,Lose
2024-11-14 20:44:15.173221,V1uvaNegra,500,Lose
2024-11-14 20:44:34.081313,simaomacedo,2505,Lose
2024-11-14 20:44:42.340920,El_Pipow,990,Lose
2024-11-14 20:44:43.127726,Bets closed
2024-11-14 21:13:21.555258,Lose,47.37,31.84
2024-11-15 17:21:16.336410,New bet
2024-11-15 17:21:58.171053,kenninzas,630,Win
2024-11-15 17:22:02.821069,jrafaels,58,Win
2024-11-15 17:22:02.824589,xicogs,165,Lose
2024-11-15 17:22:02.835628,Noxoe_,507,Win
2024-11-15 17:22:22.588063,godbrunzz,478,Win
2024-11-15 17:22:23.795047,iRuben,181,Win
2024-11-15 17:22:48.022848,matrix1830,1662,Lose
2024-11-15 17:22:51.140976,Joao21Silva,150,Lose
2024-11-15 17:22:56.944415,diogorsilva04,10,Win
2024-11-15 17:23:07.909546,AllMightyMika,372,Lose
2024-11-15 17:23:17.569939,zzzdjozz,50,Lose
2024-11-15 17:25:01.410015,bjorn_vk,330,Win
2024-11-15 17:25:35.986363,lebzera_,400,Lose
2024-11-15 17:25:48.618227,sirmjjj,1220,Win
2024-11-15 17:25:52.519746,P4kistaN,300,Win
2024-11-15 17:26:17.139966,Bets closed
2024-11-15 18:18:59.967812,New bet
2024-11-15 18:19:24.092882,matrix1830,1208,Lose
2024-11-15 18:19:24.334210,jjcc152,200,Lose
2024-11-15 18:19:47.216553,s1lent_pt,920,Lose
2024-11-15 18:19:55.093726,xicogs,385,Win
2024-11-15 18:20:03.439959,heijyz,658,Win
2024-11-15 18:20:04.424339,martimhml,67,Lose
2024-11-15 18:20:05.917343,atunees35,50,Win
2024-11-15 18:20:07.404370,tiagoferreirapt,360,Lose
2024-11-15 18:20:07.623580,Jbboosdocarago,60,Lose
2024-11-15 18:20:08.889361,fids18,2000,Lose
2024-11-15 18:20:15.000473,RiskoToHigh,100,Win
2024-11-15 18:20:20.962121,Magitek_PT,315,Win
2024-11-15 18:20:37.497821,delta_500_,900,Lose
2024-11-15 18:20:49.799772,manoquico,155,Win
2024-11-15 18:20:50.180694,PeDrOCaLeiA,2168,Win
2024-11-15 18:20:56.857828,marinheiro812,110,Win
2024-11-15 18:20:56.873053,bjorn_vk,300,Win
2024-11-15 18:21:09.267815,monaveugle,165,Win
2024-11-15 18:21:30.476874,SousaKw,340,Lose
2024-11-15 18:21:30.879173,joaomsk007,10,Win
2024-11-15 18:22:14.051518,renazbizt,300,Win
2024-11-15 18:22:20.219095,Dkaos94,110,Lose
2024-11-15 18:23:30.114592,V1uvaNegra,300,Win
2024-11-15 18:23:48.064762,mota123321,1000,Win
2024-11-15 18:23:57.305916,pedroch71210,106,Win
2024-11-15 18:24:00.125315,Bets closed
2024-11-15 19:14:47.880295,Win,61.54,56.01
2024-11-15 19:28:40.824064,New bet
2024-11-15 19:29:03.585734,camile60,5000,Win
2024-11-15 19:29:12.964959,renazbizt,1000,Lose
2024-11-15 19:29:21.609844,Hacklason,1055,Lose
2024-11-15 19:30:00.912539,ggluis103,900,Win
2024-11-15 19:30:01.996191,jjcc152,100,Lose
2024-11-15 19:30:04.687841,fids18,2000,Lose
2024-11-15 19:30:09.921279,nAD_,150,Lose
2024-11-15 19:30:25.780796,Minex1337,50,Win
2024-11-15 19:30:34.169544,avnerlock,900,Lose
2024-11-15 19:30:35.690051,matrix1830,2105,Lose
2024-11-15 19:30:55.127272,fear__04,205,Lose
2024-11-15 19:31:19.104763,manoquico,80,Lose
2024-11-15 19:31:22.969985,PeDrOCaLeiA,500,Lose
2024-11-15 19:31:40.048787,lebzera_,1000,Lose
2024-11-15 19:31:49.447896,Acnodem,100,Win
2024-11-15 19:31:53.081741,ochico27,386,Lose
2024-11-15 19:31:55.963089,xicogs,777,Win
2024-11-15 19:32:34.762127,wiseee9,260,Lose
2024-11-15 19:33:00.819630,V1uvaNegra,300,Win
2024-11-15 19:33:04.267863,AllMightyMika,600,Win
2024-11-15 19:33:08.564833,P4kistaN,300,Lose
2024-11-15 19:33:28.645516,Joao21Silva,150,Lose
2024-11-15 19:33:40.989875,Bets closed
2024-11-15 20:21:29.151662,Lose,68.18,56.88
2024-11-15 20:33:24.638387,New bet
2024-11-15 20:33:34.853032,camile60,7000,Win
2024-11-15 20:33:44.891281,renazbizt,1900,Lose
2024-11-15 20:34:24.370500,joaotss1,105,Win
2024-11-15 20:34:37.401071,PeDrOCaLeiA,500,Win
2024-11-15 20:34:56.814105,matrix1830,2000,Lose
2024-11-15 20:36:28.761380,Magitek_PT,772,Win
2024-11-15 20:36:49.117029,ghost_hawk20,100,Lose
2024-11-15 20:36:50.000079,marinheiro812,267,Lose
2024-11-15 20:37:21.020908,fids18,2500,Win
2024-11-15 20:37:40.323698,vallets18,100,Win
2024-11-15 20:37:52.292618,P4kistaN,300,Lose
2024-11-15 20:38:20.369883,ochico27,284,Win
2024-11-15 20:38:24.348795,V1uvaNegra,200,Lose
2024-11-15 20:38:24.900829,Bets closed
2024-11-15 21:14:39.297082,Win,53.85,70.26
2024-11-16 18:42:58.740144,New bet
2024-11-16 18:43:58.197857,peixecozido,45,Lose
2024-11-16 18:44:16.251976,fmac9,1000,Win
2024-11-16 18:44:18.945495,bjorn_vk,200,Win
2024-11-16 18:44:40.492491,TMBernardino,9094,Win
2024-11-16 18:44:50.780009,63tiago,950,Win
2024-11-16 18:44:56.523479,ruben_silva25,100,Lose
2024-11-16 18:45:03.186492,kazocas,1967,Lose
2024-11-16 18:45:09.953281,fids18,2000,Win
2024-11-16 18:45:10.315632,renazbizt,1000,Lose
2024-11-16 18:45:18.974468,martimhml,120,Win
2024-11-16 18:45:20.309374,PeDrOCaLeiA,500,Win
2024-11-16 18:47:21.346982,diogoclaro881,200,Lose
2024-11-16 18:47:57.160105,vvalas,810,Lose
2024-11-16 18:47:58.723658,Bets closed
2024-11-16 19:25:21.940373,Win,53.85,77.08
2024-11-16 19:25:25.101439,New bet
2024-11-16 19:26:29.662227,atuasheila,30,Win
2024-11-16 19:26:36.976690,ruben_silva25,439,Win
2024-11-16 19:27:10.962875,david37j26,160,Lose
2024-11-16 19:28:06.986516,joaotss1,185,Win
2024-11-16 19:28:24.834259,ezerpeek,269,Win
2024-11-16 19:28:43.615608,fids18,2000,Lose
2024-11-16 19:28:54.718121,21_vegeta,31,Lose
2024-11-16 19:28:58.647630,ggluis103,120,Win
2024-11-16 19:29:45.184451,bjorn_vk,200,Win
2024-11-16 19:30:15.201921,MikaC_pt,5000,Win
2024-11-16 19:30:21.064427,renazbizt,300,Lose
2024-11-16 19:30:22.352603,Cig_PAIS,1135,Lose
2024-11-16 19:30:25.245943,Bets closed
2024-11-16 20:04:51.294056,Lose,38.46,32.98
2024-11-16 20:06:32.905973,New bet
2024-11-16 20:07:07.106664,camile60,5000,Win
2024-11-16 20:07:07.105726,camile60,5000,Win
2024-11-16 20:07:15.348578,renazbizt,1000,Lose
2024-11-16 20:07:15.348638,renazbizt,1000,Lose
2024-11-16 20:07:26.893235,bjorn_vk,500,Win
2024-11-16 20:07:26.893402,bjorn_vk,500,Win
